"Country Region","Package Id",Type,"Net Price","Minimum selling price",Data,SMS,Voice,Networks
Kuwait,liberation-mobile-30days-3gb,sim,5.2,9.5,"3 GB",0,0,"Zain [5G]"
Kuwait,liberation-mobile-30days-3gb-topup,topup,5.2,9.5,"3 GB",0,0,"Zain [5G]"
Kuwait,liberation-mobile-30days-5gb,sim,8.5,14.5,"5 GB",0,0,"Zain [5G]"
Kuwait,liberation-mobile-30days-5gb-topup,topup,8.5,14.5,"5 GB",0,0,"Zain [5G]"
Kuwait,liberation-mobile-30days-10gb,sim,13.7,24.5,"10 GB",0,0,"Zain [5G]"
Kuwait,liberation-mobile-30days-10gb-topup,topup,13.7,24.5,"10 GB",0,0,"Zain [5G]"
Kuwait,liberation-mobile-30days-20gb,sim,24.1,38,"20 GB",0,0,"Zain [5G]"
Kuwait,liberation-mobile-30days-20gb-topup,topup,24.1,38,"20 GB",0,0,"Zain [5G]"
Kuwait,liberation-mobile-10days-unlimited,sim,29.5,35,Unlimited,0,0,"Zain [5G]"
Kuwait,liberation-mobile-3days-unlimited,sim,9.7,12.5,Unlimited,0,0,"Zain [5G]"
Kuwait,liberation-mobile-3days-unlimited-topup,topup,9.7,12.5,Unlimited,0,0,"Zain [5G]"
Kuwait,liberation-mobile-5days-unlimited,sim,15.3,20.5,Unlimited,0,0,"Zain [5G]"
Kuwait,liberation-mobile-5days-unlimited-topup,topup,15.3,20.5,Unlimited,0,0,"Zain [5G]"
Kuwait,liberation-mobile-7days-unlimited,sim,21,29.5,Unlimited,0,0,"Zain [5G]"
Kuwait,liberation-mobile-7days-unlimited-topup,topup,21,29.5,Unlimited,0,0,"Zain [5G]"
Kuwait,liberation-mobile-10days-unlimited-topup,topup,29.5,35,Unlimited,0,0,"Zain [5G]"
Kuwait,liberation-mobile-15days-unlimited,sim,43.6,57,Unlimited,0,0,"Zain [5G]"
Kuwait,liberation-mobile-15days-unlimited-topup,topup,43.6,57,Unlimited,0,0,"Zain [5G]"
Kuwait,liberation-mobile-30days-unlimited,sim,86,99,Unlimited,0,0,"Zain [5G]"
Kuwait,liberation-mobile-30days-unlimited-topup,topup,86,99,Unlimited,0,0,"Zain [5G]"
Laos,pak-ou-mobile-7days-1gb,sim,3.1,6,"1 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-7days-1gb-topup,topup,3.1,6,"1 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-30days-5gb,sim,10.5,19,"5 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-30days-10gb,sim,16.5,29,"10 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-30days-20gb,sim,29.3,49,"20 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-30days-5gb-topup,topup,10.5,19,"5 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-30days-10gb-topup,topup,16.5,29,"10 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-30days-20gb-topup,topup,29.3,49,"20 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-15days-2gb,sim,4.5,10,"2 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-15days-2gb-topup,topup,4.5,10,"2 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-30days-3gb,sim,5.6,13,"3 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-30days-3gb-topup,topup,5.6,13,"3 GB",0,0,"ETL [LTE]"
Laos,pak-ou-mobile-3days-unlimited,sim,11.6,20.5,Unlimited,0,0,"ETL [LTE]"
Laos,pak-ou-mobile-3days-unlimited-topup,topup,11.6,20.5,Unlimited,0,0,"ETL [LTE]"
Laos,pak-ou-mobile-5days-unlimited,sim,18.5,31.5,Unlimited,0,0,"ETL [LTE]"
Laos,pak-ou-mobile-5days-unlimited-topup,topup,18.5,31.5,Unlimited,0,0,"ETL [LTE]"
Laos,pak-ou-mobile-7days-unlimited,sim,25.4,39.5,Unlimited,0,0,"ETL [LTE]"
Laos,pak-ou-mobile-7days-unlimited-topup,topup,25.4,39.5,Unlimited,0,0,"ETL [LTE]"
Laos,pak-ou-mobile-10days-unlimited,sim,35.8,46,Unlimited,0,0,"ETL [LTE]"
Laos,pak-ou-mobile-10days-unlimited-topup,topup,35.8,46,Unlimited,0,0,"ETL [LTE]"
Laos,pak-ou-mobile-15days-unlimited,sim,53,62,Unlimited,0,0,"ETL [LTE]"
Laos,pak-ou-mobile-15days-unlimited-topup,topup,53,62,Unlimited,0,0,"ETL [LTE]"
Lebanon,salbeh-in-7days-1gb-20251218093524,sim,23.2,9.5,"1 GB",0,0,"Alfa [4G]"
Lebanon,salbeh-in-7days-1gb-topup-20251218093525,topup,23.2,9.5,"1 GB",0,0,"Alfa [4G]"
Liberia,mariocom-in-7days-1gb,sim,15.1,9.5,"1 GB",0,0,"MTN [4G]"
Liberia,mariocom-in-7days-1gb-topup,topup,15.1,9.5,"1 GB",0,0,"MTN [4G]"
"Saint Lucia",lucnet-in-7days-1gb,sim,7.4,8,"1 GB",0,0,"Digicel [4G]"
"Saint Lucia",lucnet-in-7days-1gb-topup,topup,7.4,8,"1 GB",0,0,"Digicel [4G]"
"Saint Lucia",lucnet-in-15days-2gb,sim,13.6,15,"2 GB",0,0,"Digicel [4G]"
"Saint Lucia",lucnet-in-15days-2gb-topup,topup,13.6,15,"2 GB",0,0,"Digicel [4G]"
"Saint Lucia",lucnet-in-30days-3gb,sim,18.2,21,"3 GB",0,0,"Digicel [4G]"
"Saint Lucia",lucnet-in-30days-3gb-topup,topup,18.2,21,"3 GB",0,0,"Digicel [4G]"
"Saint Lucia",lucnet-in-30days-5gb,sim,29.1,32.5,"5 GB",0,0,"Digicel [4G]"
"Saint Lucia",lucnet-in-30days-5gb-topup,topup,29.1,32.5,"5 GB",0,0,"Digicel [4G]"
Liechtenstein,lie-mobile-in-7days-1gb,sim,1.5,4,"1 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-7days-1gb-topup,topup,1.5,4,"1 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-15days-2gb,sim,2,6,"2 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-15days-2gb-topup,topup,2,6,"2 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-30days-3gb,sim,2.3,7.5,"3 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-30days-3gb-topup,topup,2.3,7.5,"3 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-30days-5gb,sim,3.1,11,"5 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-30days-5gb-topup,topup,3.1,11,"5 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-30days-10gb,sim,4.8,18,"10 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-30days-10gb-topup,topup,4.8,18,"10 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-30days-20gb,sim,7.2,27,"20 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-30days-20gb-topup,topup,7.2,27,"20 GB",0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-3days-unlimited,sim,3.9,11.5,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-3days-unlimited-topup,topup,3.9,11.5,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-5days-unlimited,sim,6.8,19.5,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-5days-unlimited-topup,topup,6.8,19.5,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-7days-unlimited,sim,6.8,27,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-7days-unlimited-topup,topup,6.8,27,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-10days-unlimited,sim,9.3,35,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-10days-unlimited-topup,topup,9.3,35,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-15days-unlimited,sim,17.5,49,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-15days-unlimited-topup,topup,17.5,49,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-30days-unlimited,sim,26.6,72.5,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
Liechtenstein,lie-mobile-in-30days-unlimited-topup,topup,26.6,72.5,Unlimited,0,0,"Telecom Liechtenstein [LTE]"
"Sri Lanka",mitura-7days-1gb-topup,topup,1.7,4.5,"1 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
"Sri Lanka",mitura-7days-1gb,sim,1.7,4.5,"1 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
"Sri Lanka",mitura-15days-2gb,sim,3.1,6,"2 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
"Sri Lanka",mitura-15days-2gb-topup,topup,3.1,6,"2 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
"Sri Lanka",mitura-30days-3gb,sim,3.8,6.5,"3 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
"Sri Lanka",mitura-30days-3gb-topup,topup,3.8,6.5,"3 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
"Sri Lanka",mitura-30days-5gb,sim,5.3,9,"5 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
"Sri Lanka",mitura-30days-5gb-topup,topup,5.3,9,"5 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
"Sri Lanka",mitura-30days-10gb,sim,7.8,11.5,"10 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
"Sri Lanka",mitura-30days-10gb-topup,topup,7.8,11.5,"10 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
"Sri Lanka",mitura-30days-20gb,sim,13,18,"20 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
"Sri Lanka",mitura-30days-20gb-topup,topup,13,18,"20 GB",0,0,"Dialog [LTE], Hutchinson [LTE]"
Lesotho,maloti-in-7days-1gb,sim,5.6,8.5,"1 GB",0,0,"Vodacom [3G]"
Lesotho,maloti-in-7days-1gb-topup,topup,5.6,8.5,"1 GB",0,0,"Vodacom [3G]"
Lesotho,maloti-in-15days-2gb,sim,9.8,13.5,"2 GB",0,0,"Vodacom [3G]"
Lesotho,maloti-in-15days-2gb-topup,topup,9.8,13.5,"2 GB",0,0,"Vodacom [3G]"
Lesotho,maloti-in-30days-3gb,sim,12.9,17.5,"3 GB",0,0,"Vodacom [3G]"
Lesotho,maloti-in-30days-3gb-topup,topup,12.9,17.5,"3 GB",0,0,"Vodacom [3G]"
Lesotho,maloti-in-30days-5gb,sim,20.3,23,"5 GB",0,0,"Vodacom [3G]"
Lesotho,maloti-in-30days-5gb-topup,topup,20.3,23,"5 GB",0,0,"Vodacom [3G]"
Lesotho,maloti-in-30days-10gb,sim,32.4,38,"10 GB",0,0,"Vodacom [3G]"
Lesotho,maloti-in-30days-10gb-topup,topup,32.4,38,"10 GB",0,0,"Vodacom [3G]"
Lithuania,lila-mobile-in-3days-unlimited,sim,6.6,11.5,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-3days-unlimited-topup,topup,6.6,11.5,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-5days-unlimited,sim,12.4,19.5,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-5days-unlimited-topup,topup,12.4,19.5,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-7days-unlimited,sim,12.5,27,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-7days-unlimited-topup,topup,12.5,27,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-10days-unlimited,sim,17.5,35,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-10days-unlimited-topup,topup,17.5,35,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-15days-unlimited,sim,33.8,49,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-15days-unlimited-topup,topup,33.8,49,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-30days-unlimited,sim,52.1,72.5,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-30days-unlimited-topup,topup,52.1,72.5,Unlimited,0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-7days-1gb,sim,2,4,"1 GB",0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-7days-1gb-topup,topup,2,4,"1 GB",0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-15days-2gb,sim,2.9,6.5,"2 GB",0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-15days-2gb-topup,topup,2.9,6.5,"2 GB",0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-30days-3gb,sim,3.5,8,"3 GB",0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-30days-3gb-topup,topup,3.5,8,"3 GB",0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-30days-5gb,sim,5.2,12,"5 GB",0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-30days-5gb-topup,topup,5.2,12,"5 GB",0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-30days-10gb,sim,8.5,19,"10 GB",0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-30days-10gb-topup,topup,8.5,19,"10 GB",0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-30days-20gb,sim,13.5,30,"20 GB",0,0,"Tele2 [5G]"
Lithuania,lila-mobile-in-30days-20gb-topup,topup,13.5,30,"20 GB",0,0,"Tele2 [5G]"
Luxembourg,luxcom-in-30days-5gb,sim,6.2,11.5,"5 GB",0,0,"Orange [5G]"
Luxembourg,luxcom-in-30days-5gb-topup,topup,6.2,11.5,"5 GB",0,0,"Orange [5G]"
Luxembourg,luxcom-in-30days-10gb,sim,10.4,19,"10 GB",0,0,"Orange [5G]"
Luxembourg,luxcom-in-30days-10gb-topup,topup,10.4,19,"10 GB",0,0,"Orange [5G]"
Luxembourg,luxcom-in-30days-20gb,sim,16.6,29.5,"20 GB",0,0,"Orange [5G]"
Luxembourg,luxcom-in-30days-20gb-topup,topup,16.6,29.5,"20 GB",0,0,"Orange [5G]"
Luxembourg,luxcom-in-7days-1gb,sim,2.2,4,"1 GB",0,0,"Orange [5G]"
Luxembourg,luxcom-in-7days-1gb-topup,topup,2.2,4,"1 GB",0,0,"Orange [5G]"
Luxembourg,luxcom-in-15days-2gb,sim,3.4,6.5,"2 GB",0,0,"Orange [5G]"
Luxembourg,luxcom-in-15days-2gb-topup,topup,3.4,6.5,"2 GB",0,0,"Orange [5G]"
Luxembourg,luxcom-in-30days-3gb,sim,4.1,8,"3 GB",0,0,"Orange [5G]"
Luxembourg,luxcom-in-30days-3gb-topup,topup,4.1,8,"3 GB",0,0,"Orange [5G]"
Luxembourg,luxcomm-in-3days-unlimited,sim,7.9,11.5,Unlimited,0,0,"Orange [5G]"
Luxembourg,luxcomm-in-3days-unlimited-topup,topup,7.9,11.5,Unlimited,0,0,"Orange [5G]"
Luxembourg,luxcomm-in-5days-unlimited,sim,15.2,19.5,Unlimited,0,0,"Orange [5G]"
Luxembourg,luxcomm-in-5days-unlimited-topup,topup,15.2,19.5,Unlimited,0,0,"Orange [5G]"
Luxembourg,luxcomm-in-7days-unlimited,sim,15.3,27,Unlimited,0,0,"Orange [5G]"
Luxembourg,luxcomm-in-7days-unlimited-topup,topup,15.3,27,Unlimited,0,0,"Orange [5G]"
Luxembourg,luxcomm-in-10days-unlimited,sim,21.5,35,Unlimited,0,0,"Orange [5G]"
Luxembourg,luxcomm-in-10days-unlimited-topup,topup,21.5,35,Unlimited,0,0,"Orange [5G]"
Luxembourg,luxcomm-in-15days-unlimited,sim,42,49,Unlimited,0,0,"Orange [5G]"
Luxembourg,luxcomm-in-15days-unlimited-topup,topup,42,49,Unlimited,0,0,"Orange [5G]"
Latvia,labitel-in-30days-5gb,sim,5.2,11,"5 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-30days-5gb-topup,topup,5.2,11,"5 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-30days-10gb,sim,8.5,18,"10 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-30days-10gb-topup,topup,8.5,18,"10 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-30days-20gb,sim,13.5,28,"20 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-30days-20gb-topup,topup,13.5,28,"20 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-7days-1gb,sim,2,4,"1 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-7days-1gb-topup,topup,2,4,"1 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-15days-2gb,sim,2.9,6.5,"2 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-15days-2gb-topup,topup,2.9,6.5,"2 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-30days-3gb,sim,3.5,8,"3 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-30days-3gb-topup,topup,3.5,8,"3 GB",0,0,"Bite Latvija [5G]"
Latvia,labitel-in-3days-unlimited,sim,6.6,11.5,Unlimited,0,0,"Bite Latvija [5G]"
Latvia,labitel-in-3days-unlimited-topup,topup,6.6,11.5,Unlimited,0,0,"Bite Latvija [5G]"
Latvia,labitel-in-5days-unlimited,sim,12.4,19.5,Unlimited,0,0,"Bite Latvija [5G]"
Latvia,labitel-in-5days-unlimited-topup,topup,12.4,19.5,Unlimited,0,0,"Bite Latvija [5G]"
Latvia,labitel-in-7days-unlimited,sim,12.5,27,Unlimited,0,0,"Bite Latvija [5G]"
Latvia,labitel-in-7days-unlimited-topup,topup,12.5,27,Unlimited,0,0,"Bite Latvija [5G]"
Latvia,labitel-in-10days-unlimited,sim,17.5,35,Unlimited,0,0,"Bite Latvija [5G]"
Latvia,labitel-in-10days-unlimited-topup,topup,17.5,35,Unlimited,0,0,"Bite Latvija [5G]"
Latvia,labitel-in-15days-unlimited,sim,33.8,49.5,Unlimited,0,0,"Bite Latvija [5G]"
Latvia,labitel-in-15days-unlimited-topup,topup,33.8,49.5,Unlimited,0,0,"Bite Latvija [5G]"
Macao,macao-mobile-in-7days-1gb,sim,1.8,4,"1 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-7days-1gb-topup,topup,1.8,4,"1 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-15days-2gb,sim,2.6,6,"2 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-15days-2gb-topup,topup,2.6,6,"2 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-30days-3gb,sim,3.1,7,"3 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-30days-3gb-topup,topup,3.1,7,"3 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-30days-5gb,sim,4.5,10,"5 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-30days-5gb-topup,topup,4.5,10,"5 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-30days-10gb,sim,7.3,16,"10 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-30days-10gb-topup,topup,7.3,16,"10 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-30days-20gb,sim,11.4,23,"20 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-30days-20gb-topup,topup,11.4,23,"20 GB",0,0,"Hutchison [4G]"
Macao,macao-mobile-in-3days-unlimited,sim,5.7,11.5,Unlimited,0,0,"Hutchison [4G]"
Macao,macao-mobile-in-3days-unlimited-topup,topup,5.7,11.5,Unlimited,0,0,"Hutchison [4G]"
Macao,macao-mobile-in-5days-unlimited,sim,10.5,19.5,Unlimited,0,0,"Hutchison [4G]"
Macao,macao-mobile-in-5days-unlimited-topup,topup,10.5,19.5,Unlimited,0,0,"Hutchison [4G]"
Macao,macao-mobile-in-7days-unlimited,sim,10.6,27,Unlimited,0,0,"Hutchison [4G]"
Macao,macao-mobile-in-7days-unlimited-topup,topup,10.6,27,Unlimited,0,0,"Hutchison [4G]"
Macao,macao-mobile-in-10days-unlimited,sim,14.7,35,Unlimited,0,0,"Hutchison [4G]"
Macao,macao-mobile-in-10days-unlimited-topup,topup,14.7,35,Unlimited,0,0,"Hutchison [4G]"
Macao,macao-mobile-in-15days-unlimited,sim,28.4,49,Unlimited,0,0,"Hutchison [4G]"
Macao,macao-mobile-in-15days-unlimited-topup,topup,28.4,49,Unlimited,0,0,"Hutchison [4G]"
Macao,macao-mobile-in-30days-unlimited,sim,43.6,72.5,Unlimited,0,0,"Hutchison [4G]"
Macao,macao-mobile-in-30days-unlimited-topup,topup,43.6,72.5,Unlimited,0,0,"Hutchison [4G]"
"Saint Martin (French Part)",marnet-in-7days-1gb,sim,2.6,6.5,"1 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-7days-1gb-topup,topup,2.6,6.5,"1 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-15days-2gb,sim,3.9,12.5,"2 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-15days-2gb-topup,topup,3.9,12.5,"2 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-30days-3gb,sim,4.9,17.5,"3 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-30days-3gb-topup,topup,4.9,17.5,"3 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-30days-5gb,sim,7.2,27.5,"5 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-30days-5gb-topup,topup,7.2,27.5,"5 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-3days-unlimited,sim,8,12.5,Unlimited,0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-3days-unlimited-topup,topup,8,12.5,Unlimited,0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-5days-unlimited,sim,12.4,20.5,Unlimited,0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-5days-unlimited-topup,topup,12.4,20.5,Unlimited,0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-7days-unlimited,sim,16.8,29.5,Unlimited,0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-7days-unlimited-topup,topup,16.8,29.5,Unlimited,0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-10days-unlimited,sim,23.4,35,Unlimited,0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-10days-unlimited-topup,topup,23.4,35,Unlimited,0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-15days-unlimited,sim,34.4,49,Unlimited,0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-in-15days-unlimited-topup,topup,34.4,49,Unlimited,0,0,"Digicel [4G]"
Morocco,choukran-30days-5gb-topup,topup,14,28,"5 GB",0,0,"Orange [LTE]"
Morocco,choukran-7days-1gb,sim,3,6.5,"1 GB",0,0,"Orange [LTE]"
Morocco,choukran-7days-1gb-topup,topup,3,6.5,"1 GB",0,0,"Orange [LTE]"
Morocco,choukran-15days-2gb,sim,5.9,12.5,"2 GB",0,0,"Orange [LTE]"
Morocco,choukran-15days-2gb-topup,topup,5.9,12.5,"2 GB",0,0,"Orange [LTE]"
Morocco,choukran-30days-3gb,sim,8.6,18,"3 GB",0,0,"Orange [LTE]"
Morocco,choukran-30days-3gb-topup,topup,8.6,18,"3 GB",0,0,"Orange [LTE]"
Morocco,choukran-30days-5gb,sim,14,28,"5 GB",0,0,"Orange [LTE]"
Morocco,choukran-3days-unlimited,sim,16.3,17.5,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-3days-unlimited-topup,topup,16.3,17.5,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-5days-unlimited,sim,26.3,29,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-5days-unlimited-topup,topup,26.3,29,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-7days-unlimited,sim,36.4,35,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-7days-unlimited-topup,topup,36.4,35,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-15days-unlimited-topup,topup,76.6,49,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-30days-unlimited-topup,topup,152,72.5,Unlimited,0,0,"Orange [LTE]"
Moldova,soroca-mobile-in-7days-1gb,sim,3.4,4.5,"1 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-7days-1gb-topup,topup,3.4,4.5,"1 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-15days-2gb,sim,5.6,8.5,"2 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-15days-2gb-topup,topup,5.6,8.5,"2 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-3gb,sim,7.2,11.5,"3 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-3gb-topup,topup,7.2,11.5,"3 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-5gb,sim,11.1,17,"5 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-5gb-topup,topup,11.1,17,"5 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-10gb,sim,17.4,29.5,"10 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-10gb-topup,topup,17.4,29.5,"10 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-20gb,sim,30.8,49,"20 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-20gb-topup,topup,30.8,49,"20 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-3days-unlimited,sim,12.3,12.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-3days-unlimited-topup,topup,12.3,12.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-5days-unlimited,sim,19.5,20.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-5days-unlimited-topup,topup,19.5,20.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-7days-unlimited,sim,26.7,29.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-7days-unlimited-topup,topup,26.7,29.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-10days-unlimited,sim,37.6,35,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-10days-unlimited-topup,topup,37.6,35,Unlimited,0,0,"Orange [4G]"
Madagascar,madacom-7days-1gb,sim,5.2,7,"1 GB",0,0,"Airtel [4G]"
Madagascar,madacom-7days-1gb-topup,topup,5.2,7,"1 GB",0,0,"Airtel [4G]"
Madagascar,madacom-15days-2gb,sim,9.4,13,"2 GB",0,0,"Airtel [4G]"
Madagascar,madacom-15days-2gb-topup,topup,9.4,13,"2 GB",0,0,"Airtel [4G]"
Madagascar,madacom-30days-3gb,sim,12.5,18,"3 GB",0,0,"Airtel [4G]"
Madagascar,madacom-30days-3gb-topup,topup,12.5,18,"3 GB",0,0,"Airtel [4G]"
