"Country Region","Package Id",Type,"Net Price","Minimum selling price",Data,SMS,Voice,Networks
Curaçao,dushi-mobile-in-30days-5gb,sim,29.1,32.5,"5 GB",0,0,"Digicel [4G]"
Curaçao,dushi-mobile-in-30days-5gb-topup,topup,29.1,32.5,"5 GB",0,0,"Digicel [4G]"
Curaçao,dushi-mobile-in-3days-unlimited,sim,32.1,39,Unlimited,0,0,"Digicel [4G]"
Curaçao,dushi-mobile-in-3days-unlimited-topup,topup,32.1,39,Unlimited,0,0,"Digicel [4G]"
Curaçao,dushi-mobile-in-5days-unlimited,sim,52.5,59,Unlimited,0,0,"Digicel [4G]"
Curaçao,dushi-mobile-in-5days-unlimited-topup,topup,52.5,59,Unlimited,0,0,"Digicel [4G]"
Curaçao,dushi-mobile-in-7days-unlimited,sim,72.9,79,Unlimited,0,0,"Digicel [4G]"
Curaçao,dushi-mobile-in-7days-unlimited-topup,topup,72.9,79,Unlimited,0,0,"Digicel [4G]"
Cyprus,dekanet-in-7days-1gb,sim,1.4,4,"1 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-7days-1gb-topup,topup,1.4,4,"1 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-15days-2gb,sim,1.8,6,"2 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-15days-2gb-topup,topup,1.8,6,"2 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-30days-3gb,sim,2,7.5,"3 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-30days-3gb-topup,topup,2,7.5,"3 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-30days-5gb,sim,2.6,9.5,"5 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-30days-5gb-topup,topup,2.6,9.5,"5 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-30days-10gb,sim,3.9,16,"10 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-30days-10gb-topup,topup,3.9,16,"10 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-30days-20gb,sim,5.9,19,"20 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-30days-20gb-topup,topup,5.9,19,"20 GB",0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-3days-unlimited,sim,3.9,11.5,Unlimited,0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-3days-unlimited-topup,topup,3.9,11.5,Unlimited,0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-5days-unlimited,sim,5.3,19,Unlimited,0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-5days-unlimited-topup,topup,5.3,19,Unlimited,0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-7days-unlimited,sim,6.6,27,Unlimited,0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-7days-unlimited-topup,topup,6.6,27,Unlimited,0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-10days-unlimited,sim,8.3,35,Unlimited,0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-10days-unlimited-topup,topup,8.3,35,Unlimited,0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-15days-unlimited,sim,15,49,Unlimited,0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-15days-unlimited-topup,topup,15,49,Unlimited,0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-30days-unlimited,sim,20.9,69,Unlimited,0,0,"PrimeTel [LTE]"
Cyprus,dekanet-in-30days-unlimited-topup,topup,20.9,69,Unlimited,0,0,"PrimeTel [LTE]"
"Czech Republic",prosim-in-7days-1gb,sim,1.3,4,"1 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-7days-1gb-topup,topup,1.3,4,"1 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-15days-2gb,sim,1.6,5,"2 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-15days-2gb-topup,topup,1.6,5,"2 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-30days-3gb,sim,1.8,5.5,"3 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-30days-5gb,sim,2.3,8,"5 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-30days-3gb-topup,topup,1.8,5.5,"3 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-30days-10gb,sim,3.3,15,"10 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-30days-5gb-topup,topup,2.3,8,"5 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-30days-20gb,sim,4.8,24,"20 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-30days-10gb-topup,topup,3.3,15,"10 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-30days-20gb-topup,topup,4.8,24,"20 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-3days-unlimited,sim,2.8,11.5,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-5days-unlimited,sim,4.6,19.5,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-3days-unlimited-topup,topup,2.8,11.5,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-7days-unlimited,sim,4.6,27,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-5days-unlimited-topup,topup,4.6,19.5,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-10days-unlimited,sim,6.2,35,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-7days-unlimited-topup,topup,4.6,27,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-15days-unlimited,sim,11.2,49,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-10days-unlimited-topup,topup,6.2,35,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-15days-unlimited-topup,topup,11.2,49,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-30days-unlimited,sim,16.8,72.5,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-in-30days-unlimited-topup,topup,16.8,72.5,Unlimited,0,0,"O2 [5G], Vodafone [LTE]"
Dominica,vaina-communications-in-7days-1gb,sim,7.4,8,"1 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-in-7days-1gb-topup,topup,7.4,8,"1 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-in-15days-2gb,sim,13.6,13,"2 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-in-15days-2gb-topup,topup,13.6,13,"2 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-in-30days-3gb,sim,18.2,17,"3 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-in-30days-3gb-topup,topup,18.2,17,"3 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-in-30days-5gb,sim,29.1,29,"5 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-in-30days-5gb-topup,topup,29.1,29,"5 GB",0,0,"Digicel [4G]"
Denmark,teledansk-in-7days-1gb,sim,1.4,4,"1 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-7days-1gb-topup,topup,1.4,4,"1 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-15days-2gb,sim,1.8,6.5,"2 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-15days-2gb-topup,topup,1.8,6.5,"2 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-30days-3gb,sim,2,8,"3 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-30days-3gb-topup,topup,2,8,"3 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-30days-5gb,sim,2.7,11,"5 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-30days-5gb-topup,topup,2.7,11,"5 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-30days-10gb,sim,4.1,18,"10 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-30days-10gb-topup,topup,4.1,18,"10 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-30days-20gb,sim,6.2,28,"20 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-30days-20gb-topup,topup,6.2,28,"20 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-3days-unlimited,sim,3.4,11.5,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-3days-unlimited-topup,topup,3.4,11.5,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-5days-unlimited,sim,5.8,19.5,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-5days-unlimited-topup,topup,5.8,19.5,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-7days-unlimited,sim,5.9,27,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-7days-unlimited-topup,topup,5.9,27,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-10days-unlimited,sim,7.9,35,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-10days-unlimited-topup,topup,7.9,35,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-15days-unlimited,sim,14.8,49,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-15days-unlimited-topup,topup,14.8,49,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-30days-unlimited,sim,22.4,72.5,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-in-30days-unlimited-topup,topup,22.4,72.5,Unlimited,0,0,"3 (HI3G DENMARK APS) [5G]"
"Dominican Republic",acuntel-in-7days-1gb,sim,2.9,6,"1 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-in-7days-1gb-topup,topup,2.9,6,"1 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-in-15days-2gb,sim,4.3,12,"2 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-in-15days-2gb-topup,topup,4.3,12,"2 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-in-30days-3gb,sim,5.3,17,"3 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-in-30days-3gb-topup,topup,5.3,17,"3 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-in-30days-5gb,sim,7.9,26,"5 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-in-30days-5gb-topup,topup,7.9,26,"5 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-3days-unlimited-topup,topup,8.4,20.5,Unlimited,0,0,"Claro [4G]"
"Dominican Republic",acuntel-5days-unlimited,sim,15.7,31,Unlimited,0,0,"Claro [4G]"
"Dominican Republic",acuntel-5days-unlimited-topup,topup,15.7,31,Unlimited,0,0,"Claro [4G]"
"Dominican Republic",acuntel-7days-unlimited,sim,22,37,Unlimited,0,0,"Claro [4G]"
"Dominican Republic",acuntel-7days-unlimited-topup,topup,22,37,Unlimited,0,0,"Claro [4G]"
"Dominican Republic",acuntel-10days-unlimited,sim,13.8,49,Unlimited,0,0,"Claro [4G]"
"Dominican Republic",acuntel-10days-unlimited-topup,topup,13.8,49,Unlimited,0,0,"Claro [4G]"
"Dominican Republic",acuntel-15days-unlimited,sim,42.5,60,Unlimited,0,0,"Claro [4G]"
"Dominican Republic",acuntel-15days-unlimited-topup,topup,42.5,60,Unlimited,0,0,"Claro [4G]"
"Dominican Republic",acuntel-30days-unlimited,sim,65.3,97,Unlimited,0,0,"Claro [4G]"
"Dominican Republic",acuntel-30days-unlimited-topup,topup,65.3,97,Unlimited,0,0,"Claro [4G]"
"Dominican Republic",acuntel-3days-unlimited,sim,8.4,20.5,Unlimited,0,0,"Claro [4G]"
Algeria,algecom-7days-1gb,sim,1.8,4.5,"1 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-7days-1gb-topup,topup,1.8,4.5,"1 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-15days-2gb,sim,3.4,7,"2 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-15days-2gb-topup,topup,3.4,7,"2 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-3gb,sim,4.7,9,"3 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-3gb-topup,topup,4.7,9,"3 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-5gb,sim,7,14,"5 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-5gb-topup,topup,7,14,"5 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-10gb,sim,10.9,20.5,"10 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-10gb-topup,topup,10.9,20.5,"10 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-20gb,sim,19,39,"20 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-20gb-topup,topup,19,39,"20 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-10days-unlimited,sim,23.2,42,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-3days-unlimited,sim,7.8,18.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-3days-unlimited-topup,topup,7.8,18.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-5days-unlimited,sim,12.2,28.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-5days-unlimited-topup,topup,12.2,28.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-7days-unlimited,sim,16.6,36.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-7days-unlimited-topup,topup,16.6,36.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-10days-unlimited-topup,topup,23.2,42,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-15days-unlimited,sim,34.2,57,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-15days-unlimited-topup,topup,34.2,57,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-30days-unlimited,sim,67.2,99,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-30days-unlimited-topup,topup,67.2,99,Unlimited,0,0,"Djeezy [4G]"
Ecuador,bacanet-7days-1gb,sim,3.9,6.5,"1 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-7days-1gb-topup,topup,3.9,6.5,"1 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-15days-2gb,sim,6.7,12.5,"2 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-15days-2gb-topup,topup,6.7,12.5,"2 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-3gb,sim,8.8,18,"3 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-3gb-topup,topup,8.8,18,"3 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-5gb,sim,13.9,28,"5 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-5gb-topup,topup,13.9,28,"5 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-10gb,sim,22.1,45,"10 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-10gb-topup,topup,22.1,45,"10 GB",0,0,"Claro [LTE]"
Egypt,giza-mobile-7days-1gb,sim,2.2,5.5,"1 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-7days-1gb-topup,topup,2.2,5.5,"1 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-15days-2gb,sim,4.2,10.5,"2 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-15days-2gb-topup,topup,4.2,10.5,"2 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-30days-3gb,sim,6.2,14.5,"3 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-30days-3gb-topup,topup,6.2,14.5,"3 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-30days-5gb,sim,10,23,"5 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-30days-5gb-topup,topup,10,23,"5 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-30days-10gb,sim,16.5,38.5,"10 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-30days-10gb-topup,topup,16.5,38.5,"10 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-30days-20gb,sim,29.3,49,"20 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-30days-20gb-topup,topup,29.3,49,"20 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-3days-unlimited-topup,topup,11.6,20.5,Unlimited,0,0,"Orange [LTE]"
Egypt,giza-mobile-3days-unlimited,sim,11.6,20.5,Unlimited,0,0,"Orange [LTE]"
Egypt,giza-mobile-5days-unlimited-topup,topup,18.5,29.5,Unlimited,0,0,"Orange [LTE]"
Egypt,giza-mobile-5days-unlimited,sim,18.5,29.5,Unlimited,0,0,"Orange [LTE]"
Egypt,giza-mobile-10days-unlimited-topup,topup,32.38,38,Unlimited,0,0,"Orange [LTE]"
Egypt,giza-mobile-10days-unlimited,sim,25,38,Unlimited,0,0,"Orange [LTE]"
Estonia,estekom-in-30days-5gb,sim,6.6,10.5,"5 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-30days-5gb-topup,topup,6.6,10.5,"5 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-30days-10gb,sim,11,17.5,"10 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-30days-10gb-topup,topup,11,17.5,"10 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-30days-20gb,sim,17.6,27.5,"20 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-30days-20gb-topup,topup,17.6,27.5,"20 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-7days-1gb,sim,2.3,4,"1 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-7days-1gb-topup,topup,2.3,4,"1 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-15days-2gb,sim,3.6,6,"2 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-15days-2gb-topup,topup,3.6,6,"2 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-30days-3gb,sim,4.3,7.5,"3 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-30days-3gb-topup,topup,4.3,7.5,"3 GB",0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-3days-unlimited,sim,8.4,11.5,Unlimited,0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-3days-unlimited-topup,topup,8.4,11.5,Unlimited,0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-5days-unlimited,sim,16.2,19.5,Unlimited,0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-5days-unlimited-topup,topup,16.2,19.5,Unlimited,0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-7days-unlimited,sim,16.2,27,Unlimited,0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-7days-unlimited-topup,topup,16.2,27,Unlimited,0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-10days-unlimited,sim,22.9,35,Unlimited,0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-10days-unlimited-topup,topup,22.9,35,Unlimited,0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-15days-unlimited,sim,44.7,49,Unlimited,0,0,"Elisa Eesti [5G]"
Estonia,estekom-in-15days-unlimited-topup,topup,44.7,49,Unlimited,0,0,"Elisa Eesti [5G]"
Ethiopia,simien-in-7days-1gb,sim,10.8,12,"1 GB",0,0,"Safaricom [4G]"
Ethiopia,simien-in-7days-1gb-topup,topup,10.8,12,"1 GB",0,0,"Safaricom [4G]"
Ethiopia,simien-in-15days-2gb,sim,20.3,23,"2 GB",0,0,"Safaricom [4G]"
Ethiopia,simien-in-15days-2gb-topup,topup,20.3,23,"2 GB",0,0,"Safaricom [4G]"
Ethiopia,simien-in-30days-3gb,sim,27.3,33.5,"3 GB",0,0,"Safaricom [4G]"
Ethiopia,simien-in-30days-3gb-topup,topup,27.3,33.5,"3 GB",0,0,"Safaricom [4G]"
Finland,fin-comm-in-30days-5gb,sim,3.1,10,"5 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-30days-5gb-topup,topup,3.1,10,"5 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-30days-10gb,sim,4.8,15.5,"10 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-30days-10gb-topup,topup,4.8,15.5,"10 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-30days-20gb,sim,7.2,22,"20 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-30days-20gb-topup,topup,7.2,22,"20 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-7days-1gb,sim,1.5,4,"1 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-7days-1gb-topup,topup,1.5,4,"1 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-15days-2gb,sim,2,5.5,"2 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-15days-2gb-topup,topup,2,5.5,"2 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-30days-3gb,sim,2.3,6.5,"3 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-30days-3gb-topup,topup,2.3,6.5,"3 GB",0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-3days-unlimited,sim,3.9,11.5,Unlimited,0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-3days-unlimited-topup,topup,3.9,11.5,Unlimited,0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-5days-unlimited,sim,6.8,19.5,Unlimited,0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-5days-unlimited-topup,topup,6.8,19.5,Unlimited,0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-7days-unlimited,sim,6.8,27,Unlimited,0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-7days-unlimited-topup,topup,6.8,27,Unlimited,0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-10days-unlimited,sim,9.3,35,Unlimited,0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-10days-unlimited-topup,topup,9.3,35,Unlimited,0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-15days-unlimited,sim,17.5,49,Unlimited,0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-15days-unlimited-topup,topup,17.5,49,Unlimited,0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-30days-unlimited,sim,26.6,69,Unlimited,0,0,"DNA Ltd [5G]"
Finland,fin-comm-in-30days-unlimited-topup,topup,26.6,69,Unlimited,0,0,"DNA Ltd [5G]"
Fiji,vinaka-fiji-in-7days-1gb,sim,4.3,7.5,"1 GB",0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-7days-1gb-topup,topup,4.3,7.5,"1 GB",0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-15days-2gb,sim,7.3,14,"2 GB",0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-15days-2gb-topup,topup,7.3,14,"2 GB",0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-30days-3gb,sim,9.6,19.5,"3 GB",0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-30days-3gb-topup,topup,9.6,19.5,"3 GB",0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-30days-5gb,sim,15,30,"5 GB",0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-30days-5gb-topup,topup,15,30,"5 GB",0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-30days-10gb,sim,23.7,49,"10 GB",0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-30days-10gb-topup,topup,23.7,49,"10 GB",0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-3days-unlimited,sim,16.5,27.5,Unlimited,0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-3days-unlimited-topup,topup,16.5,27.5,Unlimited,0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-5days-unlimited,sim,26.6,42.5,Unlimited,0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-5days-unlimited-topup,topup,26.6,42.5,Unlimited,0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-7days-unlimited,sim,36.6,53.5,Unlimited,0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-7days-unlimited-topup,topup,36.6,53.5,Unlimited,0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-10days-unlimited,sim,51.7,69,Unlimited,0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-10days-unlimited-topup,topup,51.7,69,Unlimited,0,0,"Digicel [4G]"
Fiji,vinaka-fiji-in-15days-unlimited,sim,76.9,95,Unlimited,0,0,"Digicel [4G]"
"Faroe Islands",kallur-digital-7days-1gb,sim,3.2,4.5,"1 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-7days-1gb-topup,topup,3.2,4.5,"1 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-15days-2gb,sim,5.2,7.5,"2 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-15days-2gb-topup,topup,5.2,7.5,"2 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-30days-3gb,sim,6.7,10,"3 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-30days-3gb-topup,topup,6.7,10,"3 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-30days-5gb,sim,10.2,14.5,"5 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-30days-5gb-topup,topup,10.2,14.5,"5 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-30days-10gb,sim,16,24,"10 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-30days-10gb-topup,topup,16,24,"10 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-30days-20gb,sim,28.2,40,"20 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-30days-20gb-topup,topup,28.2,40,"20 GB",0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-in-3days-unlimited,sim,11.3,20.5,Unlimited,0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-in-3days-unlimited-topup,topup,11.3,20.5,Unlimited,0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-in-5days-unlimited,sim,17.9,31.5,Unlimited,0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-in-5days-unlimited-topup,topup,17.9,31.5,Unlimited,0,0,"FT Samskifti [4G]"
"Faroe Islands",kallur-digital-in-7days-unlimited,sim,24.5,39.5,Unlimited,0,0,"FT Samskifti [4G]"
